120-1,1 sigma,120-2,1 sigma,300-1,1 sigma,300-2,1 sigma,600-1,1 sigma,600-2,1 sigma,1200-1,1 sigma,1200-2,1 sigma
,,,,,,,,,,,,1327.111485,13.8642195,1407.085761,27.39237934
,,,,,,,,,,,,1327.769723,59.30893573,1407.221653,179.5132501
,,,,,,,,,,,,1327.791707,27.44343727,1409.567195,13.51519522
,,,,,,,,,,,,1331.540993,26.424205,1409.615748,21.72158895
,,,,,,,,,,,,1335.520039,42.26781411,1410.939654,23.9635745
,,,,,,,,,,,,1339.06745,67.46254826,1411.707345,36.05847769
,,,,,,,,,,,,1340.953048,85.20086994,1413.470943,11.90203992
,,,,,,,,,,,,1341.441501,24.48875481,1414.597155,37.50735807
,,,,,,,,,,,,1342.225488,48.4767202,1417.066642,43.88759326
,,,,,,,,,,,,1342.906283,40.73843071,1417.254795,57.90013909
,,,,,,,,,,,,1345.303843,183.8217371,1417.333539,18.42397045
,,,,,,,,,,,,1347.082763,15.90492027,1418.628096,37.08287019
,,,,,,,,,,,,1354.13252,25.06990849,1419.24792,18.99886969
,,,,,,,,,,,,1358.207423,25.0092699,1419.45206,44.07617504
,,,,,,,,,,,,1360.723246,49.61692353,1421.565258,57.82265374
,,,,,,,,,,,,1361.81447,28.61231681,1421.955232,89.95404318
,,,,,,,,,,,,1365.478926,53.27066394,1423.089458,41.28128641
,,,,,,,,,,,,1368.149091,109.9863111,1424.201805,52.19078282
,,,,,,,,,,,,1370.906539,76.28571156,1424.781879,18.83857469
,,,,,,,,,,,,1372.658928,124.8134083,1426.071398,20.09541317
,,,,,,,,,,,,1373.512398,75.28193812,1426.808511,41.5866973
,,,,,,,,,,,,1384.815105,52.21312807,1427.619028,12.58861877
,,,,,,,,,,,,1385.961428,24.8072292,1428.123276,19.66959406
,,,,,,,,,,,,1389.795212,20.65467437,1428.350019,20.07434721
,,,,,,,,,,,,1394.55011,11.385347,1428.494661,54.72145834
,,,,,,,,,,,,1400.062724,84.39104312,1430.222616,31.70154497
,,,,,,,,,,,,1400.092431,40.52107131,1430.753216,22.54928189
,,,,,,,,,,,,1401.862344,50.89293036,1430.785502,26.7847981
,,,,,,,,,,,,1402.787722,31.44137974,1430.952616,14.14492242
,,,,,,,,,,,,1404.867554,21.00068042,1430.991606,32.58909055
,,,,,,,,,,,,1405.661121,22.48442686,1431.909767,15.59791509
,,,,,,,,,,,,1406.158302,24.25898199,1435.404613,12.50363971
,,,,,,,,,,,,1406.701004,33.89895913,1436.130853,126.2131759
,,,,,,,,,,,,1409.222912,23.1869624,1437.516554,17.49740428
,,,,,,,,,,,,1409.279452,53.09276283,1438.353764,18.28843479
,,,,,,,,,,,,1411.005251,14.64392895,1438.701474,12.46780392
,,,,,,,,,,,,1411.044775,98.12499529,1438.758519,33.079385
,,,,,,,,,,,,1411.529477,17.50313721,1438.948829,16.59165221
,,,,,,,,,,,,1412.080059,19.81294485,1439.285433,12.19988195
,,,,,,,,,,,,1412.681067,31.16558603,1439.669894,19.09475321
,,,,,,,,,,,,1414.365393,18.21782382,1439.831699,93.76449945
,,,,,,,,,,,,1414.597643,47.70479379,1441.385174,31.72043422
,,,,,,,,,,,,1415.653316,102.3968354,1441.866822,46.74254075
,,,,,,,,,,,,1415.728848,20.33724331,1442.0842,23.68422831
,,,,,,,,,,,,1416.119149,47.73353803,1443.356379,15.34906371
,,,,,,,,,,,,1419.989903,14.2517661,1443.701504,93.08389795
,,,,,,,,,,,,1420.168623,24.97626262,1445.395996,21.46227252
,,,,,,,,,,,,1421.475721,27.39284168,1445.598243,53.97251419
,,,,,,,,,,,,1422.507588,60.16232881,1446.569989,27.1853462
,,,,,,,,,,,,1423.597464,48.80342453,1446.798647,17.19456425
,,,,,,,,,,,,1425.735642,26.41485215,1447.175993,31.34120144
,,,,,,,,,,,,1426.918339,19.1518955,1447.507805,14.33145648
,,,,,,,,,,,,1427.140716,53.18556596,1447.816005,53.50343193
,,,,,,,,,,,,1428.486782,21.4096442,1449.189675,53.95000352
,,,,,,,,,,,,1428.549808,39.2130251,1449.804855,19.00152437
,,,,,,,,,,,,1428.580897,19.72761763,1450.37645,22.31617015
,,,,,,,,,,,,1428.940077,17.27643832,1450.875058,51.00023674
,,,,,,,,,,,,1429.461914,15.34063366,1450.883319,14.66059652
,,,,,,,,,,,,1430.141565,21.57626272,1450.952573,62.26465321
,,,,,,,,,,,,1430.499728,48.4515851,1451.148611,27.69935325
,,,,,,,,,,,,1430.683014,27.75563263,1451.184599,22.95327528
,,,,,,,,,,,,1431.185157,40.5575289,1451.732231,30.52528631
,,,,,,,,,,,,1431.511227,20.01002252,1452.260629,18.73472224
,,,,,,,,,,,,1432.09223,23.44919718,1452.983796,45.48669724
,,,,,,,,,,,,1432.477847,22.20472962,1453.756697,34.95701909
,,,,,,,,,,,,1432.783054,15.64093244,1453.774137,96.21939195
,,,,,,,,,,,,1433.120828,24.72440119,1454.221449,38.03053997
,,,,,,,,,,,,1434.26733,12.22064802,1454.290622,98.2973904
,,,,,,,,,,,,1434.561005,22.34337376,1455.648364,34.11835789
,,,,,,,,,,,,1435.161756,15.65610432,1455.856659,80.27108879
,,,,,,,,,,,,1435.421404,39.29811018,1456.173785,39.04194694
,,,,,,,,,,,,1435.690079,20.87300957,1457.874622,16.5703838
,,,,,,,,,,,,1436.467749,13.68234029,1457.982598,37.8519691
,,,,,,,,,,,,1436.550492,25.1063226,1461.062317,73.28355719
,,,,,,,,,,,,1436.835286,15.68390903,1462.085957,63.71013907
,,,,,,,,,,,,1436.932196,22.96342486,1466.42651,24.06836037
,,,,,,,,,,,,1437.272914,22.31436249,1466.721935,18.01038154
,,,,,,,,,,,,1438.20837,19.15261408,1466.815072,13.90322082
,,,,,,,,,,,,1438.386558,84.55977209,1466.931343,22.45914922
,,,,,,,,,,,,1439.752258,43.5045618,1470.96414,17.61137868
,,,,,,,,,,,,1439.949576,32.57541673,1479.115964,42.50403842
,,,,,,,,,,,,1440.086899,16.27911952,1480.074181,42.51075683
,,,,,,,,,,,,1441.207373,15.89870956,1483.567755,43.98915361
,,,,,,,,,,,,1442.120533,14.27734376,1484.619668,35.61927353
,,,,,,,,,,,,1442.775328,90.35665778,1485.180837,33.93075865
,,,,,,,,,,,,1443.337727,30.5714359,1490.148506,19.06513989
,,,,,,,,,,,,1443.959308,71.82875081,1497.496046,59.91159171
,,,,,,,,,,,,1444.1564,27.01630051,1508.33345,39.4072323
,,,,,,,,,,,,1444.831208,29.67454737,1509.037083,20.34765746
,,,,,,,,,,,,1445.008525,16.98121204,1509.322418,40.80449876
,,,,,,,,,,,,1445.182493,15.70798572,1509.900706,54.62075548
,,,,,,,,,,,,1445.569493,18.91540052,1514.321016,77.72134029
,,,,,,,,,,,,1446.497653,32.23249355,1516.899562,15.00027357
,,,,,,,,,,,,1447.177407,28.0173511,1526.019787,19.66472293
,,,,,,,,,,,,1447.212876,55.53379934,1532.390383,17.20201022
,,,,,,,,,,,,1448.492468,21.1711183,1534.57539,54.7166119
,,,,,,,,,,,,1448.716306,19.89605217,1555.34506,166.4642217
,,,,,,,,,,,,1449.444712,27.74097136,1556.917012,51.29551287
,,,,,,,,,,,,1451.592742,24.91322914,1556.942913,92.20787963
,,,,,,,,,,,,1454.220812,26.82230286,1562.297201,35.53375453
,,,,,,,,,,,,1454.522312,28.2949836,1565.459737,54.69603662
,,,,,,,,,,,,1455.668037,14.32519507,1566.905291,12.70493932
,,,,,,,,,,,,1456.059915,17.00972845,1567.615843,15.24674636
,,,,,,,,,,,,1456.128517,12.53501209,1586.107182,28.88966214
,,,,,,,,,,,,1457.364374,13.33299827,1590.978791,17.48979481
,,,,,,,,,,,,1457.697607,14.50060539,1596.795324,17.66225079
,,,,,,,,,,,,1458.073713,12.71967134,1603.621604,31.19455487
,,,,,,,,,,,,1458.939241,60.6544939,1611.393615,28.5359554
,,,,,,,,,,,,1458.985238,49.24130112,1620.883185,39.67432196
,,,,,,,,,,,,1461.247374,40.03083394,1622.71455,51.80043277
,,,,,,,,,,,,1461.282143,70.61736109,1625.999418,12.48233947
,,,,,,,,,,,,1463.879369,48.14914673,1627.674818,33.04157769
,,,,,,,,,,,,1463.980222,31.42762636,1641.116818,31.75133649
,,,,,,,,,,,,1466.147288,25.01262993,1644.679836,15.83353406
,,,,,,,,,,,,1466.67079,29.52568151,1648.841868,33.03562726
,,,,,,,,,,,,1467.710377,32.84828045,1651.75192,17.80956245
,,,,,,,,,,,,1469.070736,13.13988185,1652.205878,12.06799526
,,,,,,,,,,,,1469.892823,19.05203196,1653.49383,15.56325791
,,,,,,,,,,,,1470.436032,14.07731003,1653.568366,12.5936143
,,,,,,,,,,,,1471.12555,25.83629371,1655.533634,11.41441459
,,,,,,,,,,,,1472.824405,27.79475827,1656.448648,15.7323285
,,,,,,,,,,,,1473.425056,50.60084725,1656.609548,15.66566122
,,,,,,,,,,,,1474.370737,50.9718419,1658.295519,67.60497971
,,,,,,,,,,,,1474.99528,39.53736635,1662.602499,103.7977637
,,,,,,,,,,,,1476.650588,23.91515847,1665.818413,128.6045937
,,,,,,,,,,,,1478.344234,19.3879536,1665.899516,28.69432745
,,,,,,,,,,,,1478.554422,13.0938025,1666.629254,17.64276917
,,,,,,,,,,,,1479.734982,83.94486147,1667.857226,26.23034855
,,,,,,,,,,,,1480.897974,52.36540521,1669.316927,16.37543678
,,,,,,,,,,,,1483.080502,24.16765308,1672.055085,17.11374849
,,,,,,,,,,,,1483.536501,45.26403916,1672.06889,13.59235871
,,,,,,,,,,,,1485.063023,75.83848399,1675.610242,32.67787452
,,,,,,,,,,,,1486.017851,37.2273395,1676.470114,23.3692348
,,,,,,,,,,,,1489.994004,52.57451504,1680.460381,17.91181979
,,,,,,,,,,,,1490.229979,22.72402277,1687.541368,14.26074342
,,,,,,,,,,,,1491.946954,24.20920272,1688.756146,25.89882711
,,,,,,,,,,,,1494.076671,19.78326434,1690.584711,22.92994803
,,,,,,,,,,,,1494.127232,26.46875701,1690.798385,52.78270965
,,,,,,,,,,,,1496.448622,29.06231524,1698.635721,16.53660961
,,,,,,,,,,,,1498.716543,11.79122671,1706.438923,60.73984944
,,,,,,,,,,,,1501.553641,20.43699263,1706.722252,18.39642868
,,,,,,,,,,,,1504.20929,52.98854458,1708.403161,27.93884446
,,,,,,,,,,,,1505.769702,50.829852,1709.003024,14.09541594
,,,,,,,,,,,,1505.780885,73.09495646,1710.335386,40.73442512
,,,,,,,,,,,,1506.627583,84.42744302,1712.301966,186.017846
,,,,,,,,,,,,1508.968369,27.89242512,1717.037233,15.67147309
,,,,,,,,,,,,1512.92956,21.24993023,1723.74763,132.9380707
,,,,,,,,,,,,1515.57113,37.37188338,1723.822803,11.27730889
,,,,,,,,,,,,1518.787427,30.46262519,1725.428633,28.20188985
,,,,,,,,,,,,1519.489219,39.61449069,1727.573346,12.84463234
,,,,,,,,,,,,1519.798444,82.56013116,1728.315163,14.45633743
,,,,,,,,,,,,1529.622961,40.214236,1736.829828,93.58529368
,,,,,,,,,,,,1532.641747,26.96110655,1738.440058,31.24507776
,,,,,,,,,,,,1533.029328,19.92802478,1740.981271,32.88228168
,,,,,,,,,,,,1553.285148,80.52198758,1744.363607,16.72017343
,,,,,,,,,,,,1573.724667,17.4322025,1745.146146,11.63959225
,,,,,,,,,,,,1600.72675,31.7546451,1749.996285,13.85163786
,,,,,,,,,,,,1600.739354,38.10287092,1750.358142,40.69272882
,,,,,,,,,,,,1602.056802,20.23431699,1752.908357,24.15845811
,,,,,,,,,,,,1604.128443,19.39060268,1753.051174,20.79973606
,,,,,,,,,,,,1604.737421,18.14265131,1754.020407,29.76141717
,,,,,,,,,,,,1605.587621,41.2824997,1754.259412,70.66658728
,,,,,,,,,,,,1606.888136,55.70483989,1754.827853,43.68225301
,,,,,,,,,,,,1613.326009,30.41748504,1757.845199,12.94541587
,,,,,,,,,,,,1617.590307,29.27029843,1758.468017,15.64768986
,,,,,,,,,,,,1619.109854,63.3026362,1759.130589,13.60979125
,,,,,,,,,,,,1622.472189,44.71383538,1760.106638,29.25272159
,,,,,,,,,,,,1633.180669,17.89679075,1761.387627,18.84881057
,,,,,,,,,,,,1633.640463,23.9254874,1762.817715,44.51553477
,,,,,,,,,,,,1636.000982,19.38825927,1763.61533,22.48206984
,,,,,,,,,,,,1639.836171,12.16644967,1764.07487,17.65320382
,,,,,,,,,,,,1645.65041,41.69973424,1766.972605,34.50440112
,,,,,,,,,,,,1649.056254,24.6766874,1767.004022,11.26877643
,,,,,,,,,,,,1649.965541,15.28336413,1768.835264,28.53935551
,,,,,,,,,,,,1653.07597,19.43218957,1770.967914,31.32191622
,,,,,,,,,,,,1655.114015,16.93224533,1771.960719,11.41493113
,,,,,,,,,,,,1659.158851,13.91133085,1772.745284,33.37761895
,,,,,,,,,,,,1668.195877,21.27282185,1774.936137,26.06206215
,,,,,,,,,,,,1678.554226,54.47690046,1777.513985,23.37954544
,,,,,,,,,,,,1687.577607,21.97066524,1782.825802,23.406242
,,,,,,,,,,,,1687.91376,20.41016242,1782.94915,41.12854746
,,,,,,,,,,,,1689.019445,10.75076705,1784.523583,10.31636699
,,,,,,,,,,,,1692.651354,36.14381124,1785.481898,25.07344891
,,,,,,,,,,,,1696.17637,21.36538258,1788.310763,22.06171003
,,,,,,,,,,,,1698.023506,14.88666937,1788.687826,30.10445229
,,,,,,,,,,,,1699.135998,13.40062858,1791.317683,44.53512316
,,,,,,,,,,,,1699.216106,23.63790611,1791.693412,30.64395915
,,,,,,,,,,,,1699.553422,18.99753243,1794.175834,29.66306387
,,,,,,,,,,,,1699.748156,34.15326669,1794.332378,21.72251535
,,,,,,,,,,,,1701.234084,14.15701587,1795.437319,15.11494926
,,,,,,,,,,,,1704.035496,46.24013581,1797.032234,8.98995292
,,,,,,,,,,,,1710.366586,39.05511862,1797.288343,14.43466645
,,,,,,,,,,,,1710.707187,13.0414243,1797.549493,18.20226811
,,,,,,,,,,,,1715.324782,17.76891869,1797.705942,19.18474806
,,,,,,,,,,,,1716.976179,16.59600378,1798.214413,12.43323031
,,,,,,,,,,,,1717.582183,14.26011777,1798.216369,12.68219546
,,,,,,,,,,,,1718.175237,48.04361594,1799.384338,41.58091568
,,,,,,,,,,,,1724.122566,18.90508972,1801.213788,35.00661729
,,,,,,,,,,,,1729.155463,50.11806351,1802.372087,16.02710137
,,,,,,,,,,,,1730.047048,24.58049406,1803.333855,67.85827825
,,,,,,,,,,,,1732.851175,33.14884416,1805.681884,13.42933042
,,,,,,,,,,,,1737.176489,16.57606291,1805.718634,16.91706809
,,,,,,,,,,,,1737.39777,14.81931002,1808.245128,13.50954923
,,,,,,,,,,,,1739.031646,20.68012481,1818.94663,37.02138192
,,,,,,,,,,,,1742.293766,12.91307354,1822.182079,16.91817089
,,,,,,,,,,,,1743.699348,18.58342168,1823.458983,15.36002892
,,,,,,,,,,,,1748.873712,23.23596972,1824.606685,37.91862393
,,,,,,,,,,,,1749.359581,15.93638058,1829.467211,23.03691037
,,,,,,,,,,,,1750.549729,15.14280153,1834.824084,11.57714195
,,,,,,,,,,,,1751.303275,26.95256825,1836.169347,82.83102288
,,,,,,,,,,,,1752.441089,30.99040058,1836.870412,27.88956689
,,,,,,,,,,,,1753.74684,21.80812879,1846.679193,18.60069692
,,,,,,,,,,,,1754.116643,14.82971462,1847.95168,24.12797017
,,,,,,,,,,,,1754.191911,12.95976431,1849.30556,19.90656246
,,,,,,,,,,,,1754.294761,18.09809573,1849.391136,14.68079662
,,,,,,,,,,,,1754.602114,14.96914194,1850.288601,11.75725059
,,,,,,,,,,,,1755.897283,12.27327755,1851.485227,16.50123698
,,,,,,,,,,,,1757.774252,26.22999187,1852.075093,18.02862586
,,,,,,,,,,,,1759.306696,28.89013061,1852.589451,13.1959771
,,,,,,,,,,,,1761.374084,26.5972278,1858.480671,24.37012312
,,,,,,,,,,,,1762.895841,24.0132309,1858.891966,11.53950502
,,,,,,,,,,,,1762.98583,16.69732405,1869.941421,25.78106247
,,,,,,,,,,,,1765.273691,14.37650064,1873.325017,11.93691596
,,,,,,,,,,,,1767.096726,15.56031714,1873.841211,16.18628104
,,,,,,,,,,,,1772.641231,12.21920479,1876.791554,27.48445759
,,,,,,,,,,,,1776.30745,19.43135499,1877.039648,18.19951794
,,,,,,,,,,,,1777.40333,17.81537555,1888.698235,21.61680938
,,,,,,,,,,,,1777.812254,20.05021249,1888.845854,28.35668607
,,,,,,,,,,,,1779.589113,15.21706979,1890.932207,27.43062587
,,,,,,,,,,,,1779.739625,19.80882603,1891.30493,15.82841334
,,,,,,,,,,,,1782.376093,36.89702008,1892.459564,38.80078498
,,,,,,,,,,,,1782.560925,32.33860301,1894.828042,18.12092175
,,,,,,,,,,,,1783.798458,15.62020556,1896.377128,19.71411937
,,,,,,,,,,,,1784.468387,34.76829948,1898.805085,20.9945118
,,,,,,,,,,,,1785.155656,17.98616257,1906.122229,19.27290723
,,,,,,,,,,,,1785.568297,15.69506704,1908.485525,21.36874567
,,,,,,,,,,,,1786.837515,47.57498056,1909.757938,28.30606826
,,,,,,,,,,,,1788.066954,13.19750019,1910.195198,60.16339739
,,,,,,,,,,,,1788.60535,21.67785735,1910.503396,19.69627606
,,,,,,,,,,,,1792.176483,19.26236171,1910.802429,21.93782016
,,,,,,,,,,,,1792.631665,24.90954653,1912.035182,18.74625753
,,,,,,,,,,,,1797.109904,24.09868019,1915.653146,16.59274884
,,,,,,,,,,,,1798.659963,78.98970328,1927.131037,46.33581782
,,,,,,,,,,,,1800.366364,16.97736656,1928.280056,20.67203836
,,,,,,,,,,,,1801.150257,14.98579161,1928.813695,19.19996005
,,,,,,,,,,,,1801.676461,13.80250782,1928.921513,15.82841329
,,,,,,,,,,,,1803.703763,46.52956151,1933.205834,12.2323506
,,,,,,,,,,,,1807.765101,17.311699,1939.223839,28.24642083
,,,,,,,,,,,,1809.336248,13.79447042,1939.730181,41.85450457
,,,,,,,,,,,,1810.86882,17.26325455,1960.019317,17.47025153
,,,,,,,,,,,,1811.535788,21.38967851,1960.357033,23.2336529
,,,,,,,,,,,,1812.368864,45.76533717,1961.159105,17.82901109
,,,,,,,,,,,,1814.140879,33.66808633,1991.938178,14.53769979
,,,,,,,,,,,,1815.96238,48.08530121,1994.200591,12.90917446
,,,,,,,,,,,,1816.062817,19.98130363,1999.648347,22.17954021
,,,,,,,,,,,,1816.5391,22.05438057,2008.990017,37.77507053
,,,,,,,,,,,,1821.047082,18.12850263,2014.682494,13.29623889
,,,,,,,,,,,,1823.230173,13.56172922,2020.056805,21.26830882
,,,,,,,,,,,,1823.970104,48.89818246,2021.081199,12.47469892
,,,,,,,,,,,,1824.245381,15.9745964,2035.313933,9.957717182
,,,,,,,,,,,,1828.72712,15.81383934,2062.252514,26.35460807
,,,,,,,,,,,,1832.027038,20.73201696,2065.071646,18.19854056
,,,,,,,,,,,,1832.185889,15.08023573,2069.207344,17.61671095
,,,,,,,,,,,,1833.812038,36.31294667,2069.24907,16.48273441
,,,,,,,,,,,,1841.099787,32.9367701,2076.768563,52.20549448
,,,,,,,,,,,,1841.752555,13.15995609,2084.845046,14.57545176
,,,,,,,,,,,,1841.88691,18.58641245,2085.530306,10.49718553
,,,,,,,,,,,,1842.519732,13.73996731,2110.445436,11.58960081
,,,,,,,,,,,,1843.555176,35.9298338,2111.11464,16.14929437
,,,,,,,,,,,,1843.797441,13.43788989,2112.73123,54.45239526
,,,,,,,,,,,,1845.669979,11.78091192,2118.733153,23.42905706
,,,,,,,,,,,,1846.553352,34.50779983,2193.613545,70.56323966
,,,,,,,,,,,,1850.189832,19.87296432,2213.495156,12.39804581
,,,,,,,,,,,,1850.280191,38.82577211,2272.007071,12.73592383
,,,,,,,,,,,,1850.542805,17.44406609,2344.27391,14.01427165
,,,,,,,,,,,,1852.311901,89.75854084,2400.926133,13.94012849
,,,,,,,,,,,,1855.48654,11.45907944,2402.637951,11.58411767
,,,,,,,,,,,,1856.397865,19.92495131,2463.256146,12.29797534
,,,,,,,,,,,,1857.43304,21.47638815,2471.19408,26.35044507
,,,,,,,,,,,,1860.331541,12.58538254,2473.011001,25.81904186
,,,,,,,,,,,,1860.887189,16.69483012,2483.1002,21.72165466
,,,,,,,,,,,,1861.218633,28.04953957,2500.680301,14.10546902
,,,,,,,,,,,,1864.511348,50.03256633,2501.080769,22.90855832
,,,,,,,,,,,,1864.694347,21.67559682,2503.301145,12.49827774
,,,,,,,,,,,,1872.400004,16.63345632,2504.645943,15.72725318
,,,,,,,,,,,,1873.529079,11.87706137,2532.905288,16.89618392
,,,,,,,,,,,,1875.551026,12.17223083,2539.171169,17.62323323
,,,,,,,,,,,,1877.401784,15.8052231,2544.127807,16.99104504
,,,,,,,,,,,,1879.211226,17.52652701,2561.065676,12.11352738
,,,,,,,,,,,,1889.949046,20.9810078,2564.869406,17.49814954
,,,,,,,,,,,,1893.680999,14.45979951,2581.957148,16.91441501
,,,,,,,,,,,,1896.727101,20.48118856,2592.359829,37.75951114
,,,,,,,,,,,,1896.763561,20.87397535,2598.854109,12.71251148
,,,,,,,,,,,,1896.807699,95.15936236,2600.855941,32.36047064
,,,,,,,,,,,,1903.936625,27.95852482,2604.374854,12.73067734
,,,,,,,,,,,,1904.834443,13.85197512,2605.50587,13.97243124
,,,,,,,,,,,,1912.678017,17.74766108,2626.694915,8.209529187
,,,,,,,,,,,,1923.425334,23.53897688,2630.136508,49.14622589
,,,,,,,,,,,,1925.376761,11.47108048,2637.719773,13.1221503
,,,,,,,,,,,,1936.928824,15.69683711,2643.572507,29.25637224
,,,,,,,,,,,,1941.250523,48.81219565,2656.303355,12.88425321
,,,,,,,,,,,,1954.029491,15.93138797,2658.140739,19.69253906
,,,,,,,,,,,,1961.91018,67.44622221,2662.752713,48.10075326
,,,,,,,,,,,,1971.530145,10.85840994,2668.737722,16.25427092
,,,,,,,,,,,,1973.252166,11.97503517,2669.648521,10.21932079
,,,,,,,,,,,,1975.085404,18.79844584,2676.890029,9.221485685
,,,,,,,,,,,,1982.604305,22.8142144,2678.326684,16.66287497
,,,,,,,,,,,,1989.491886,23.82148613,2679.331385,11.42346834
,,,,,,,,,,,,1993.123962,22.85881318,2682.832986,11.95464813
,,,,,,,,,,,,2001.412995,12.004159,2682.981334,16.3458041
,,,,,,,,,,,,2006.027635,98.56345865,2683.769614,16.4193431
,,,,,,,,,,,,2023.50163,68.29602781,2685.325846,18.53160694
,,,,,,,,,,,,2032.442654,28.61816579,2685.688661,17.44509344
,,,,,,,,,,,,2041.478112,13.85993901,2690.090514,13.33324174
,,,,,,,,,,,,2052.892861,14.2113762,2690.613528,13.14949945
,,,,,,,,,,,,2056.754,12.66071527,2691.669444,10.86109547
,,,,,,,,,,,,2064.278657,12.87371509,2698.845527,12.0656735
,,,,,,,,,,,,2086.25334,19.18196661,2699.917364,18.90789385
,,,,,,,,,,,,2091.538348,29.19514533,2702.244762,12.50731206
,,,,,,,,,,,,2092.232156,15.40620975,2703.938579,53.84915405
,,,,,,,,,,,,2095.972914,33.51667364,2704.277974,39.18087819
,,,,,,,,,,,,2096.089628,21.11545603,2704.638484,32.82670693
,,,,,,,,,,,,2102.818161,22.33876188,2704.983484,17.35021496
,,,,,,,,,,,,2112.12558,49.36427238,2704.999512,20.80671983
,,,,,,,,,,,,2117.431453,31.75265401,2705.178576,44.71467545
,,,,,,,,,,,,2126.089575,19.57554046,2708.495197,17.66507836
,,,,,,,,,,,,2136.327066,12.15090494,2708.900578,8.619313458
,,,,,,,,,,,,2189.100874,127.0513426,2710.525047,44.0023056
,,,,,,,,,,,,2261.165077,13.68587814,2711.843613,18.29364745
,,,,,,,,,,,,2283.707184,20.65019525,2715.076796,13.28909384
,,,,,,,,,,,,2305.259813,23.41815628,2715.090618,21.25277226
,,,,,,,,,,,,2330.160135,15.74516929,2715.525089,19.69302047
,,,,,,,,,,,,2447.325252,14.53516198,2718.675063,16.78347826
,,,,,,,,,,,,2474.752356,12.95285621,2724.057739,18.12035289
,,,,,,,,,,,,2512.689928,22.57956867,2726.42543,65.43498955
,,,,,,,,,,,,2518.36162,22.5771128,2727.088563,22.23492623
,,,,,,,,,,,,2572.406256,17.25755626,2730.450716,12.68633287
,,,,,,,,,,,,2582.789913,15.65435949,2730.735232,32.77166417
,,,,,,,,,,,,2585.780346,13.28132286,2730.963039,8.670419883
,,,,,,,,,,,,2620.996601,16.24609309,2736.489175,15.39004513
,,,,,,,,,,,,2628.67858,11.37655129,2739.36267,13.87283133
,,,,,,,,,,,,2629.401441,11.38289923,2747.354995,28.69696033
,,,,,,,,,,,,2632.557078,13.79981397,2748.013465,15.40550028
,,,,,,,,,,,,2632.601347,22.9813035,2760.615452,10.69536484
,,,,,,,,,,,,2636.521812,12.65162946,2760.947907,10.41147072
,,,,,,,,,,,,2639.088197,15.76777848,2771.503054,15.78821511
,,,,,,,,,,,,2642.130637,17.60198971,2773.363141,53.93475711
,,,,,,,,,,,,2647.699647,17.55915995,2780.966965,11.12646646
,,,,,,,,,,,,2662.803042,16.33492515,2787.820513,21.05189146
,,,,,,,,,,,,2676.395425,18.19345171,2791.706575,30.85519352
,,,,,,,,,,,,2677.279314,12.30740797,2796.183953,15.86352817
,,,,,,,,,,,,2680.158874,22.58131475,2807.157223,15.66763891
,,,,,,,,,,,,2688.726034,7.870828662,2813.136487,12.21709293
,,,,,,,,,,,,2688.857306,14.4346871,2829.884959,101.4874827
,,,,,,,,,,,,2691.046956,14.41508417,2842.945617,14.20357361
,,,,,,,,,,,,2691.52476,19.09226509,2847.340564,10.93942577
,,,,,,,,,,,,2694.265845,16.21672992,2872.737985,15.59400472
,,,,,,,,,,,,2697.628324,8.741852473,2882.18117,23.03332549
,,,,,,,,,,,,2698.303624,12.0032452,2897.673153,15.35984922
,,,,,,,,,,,,2698.30601,14.20003309,2901.255214,15.30907272
,,,,,,,,,,,,2698.395394,18.34428599,2911.40796,13.54759029
,,,,,,,,,,,,2703.918809,15.09002407,2919.45709,15.32190913
,,,,,,,,,,,,2705.145183,13.40443114,2931.808302,19.23924365
,,,,,,,,,,,,2705.430192,13.29054163,3001.354082,12.33790577
,,,,,,,,,,,,2706.623703,20.94976018,3026.522889,22.10736729
,,,,,,,,,,,,2714.081648,10.47620135,3087.336186,8.899092783
,,,,,,,,,,,,2714.565714,12.81935886,3190.615529,8.941675523
,,,,,,,,,,,,2714.628117,13.26960442,3209.315142,12.38595046
,,,,,,,,,,,,2716.440405,11.76098819,3243.806743,15.36419501
,,,,,,,,,,,,2716.525615,9.3552854,3581.650969,9.71793974
,,,,,,,,,,,,2717.211121,10.62298831,,
,,,,,,,,,,,,2718.65753,9.68003827,,
,,,,,,,,,,,,2719.526362,17.71227698,,
,,,,,,,,,,,,2721.758663,12.71456159,,
,,,,,,,,,,,,2725.401686,14.4110408,,
,,,,,,,,,,,,2725.673619,12.46975863,,
,,,,,,,,,,,,2726.924595,14.59232733,,
,,,,,,,,,,,,2727.665873,16.57937832,,
,,,,,,,,,,,,2729.793878,10.03667305,,
,,,,,,,,,,,,2730.424712,28.98450473,,
,,,,,,,,,,,,2730.60438,9.852442415,,
,,,,,,,,,,,,2730.865413,12.69720715,,
,,,,,,,,,,,,2731.02545,18.08241444,,
,,,,,,,,,,,,2734.813837,12.92845613,,
,,,,,,,,,,,,2740.01701,11.03631227,,
,,,,,,,,,,,,2740.470703,25.49023613,,
,,,,,,,,,,,,2751.13545,16.10606355,,
,,,,,,,,,,,,2758.406107,13.58908669,,
,,,,,,,,,,,,2759.365178,34.46162774,,
,,,,,,,,,,,,2761.811518,10.14257608,,
,,,,,,,,,,,,2768.571117,20.76328928,,
,,,,,,,,,,,,2770.203763,16.88393549,,
,,,,,,,,,,,,2775.761642,20.80101064,,
